lyrics_filename,mood,mood_cats,lyrics
Arcade_Fire___My_Body_Is_A_Cage,sad,1,"""My Body Is a Cage Lyrics[Chorus]\nMy body is a cage that keeps me\nFrom dancing with the one I love\nBut my mind holds the key\nMy body is a cage that keeps me\nFrom dancing with the one I love\nBut my mind holds the key\n\n[Verse 1]\nI'm standing on a stage\nOf fear and self-doubt\nIt's a hollow play\nBut they'll clap anyway\n[Chorus]\nMy body is a cage that keeps me\nFrom dancing with the one I love\nBut my mind holds the key\n\n[Interlude]\nYou're standing next to me\nMy mind holds the key\n\n[Verse 2]\nI'm living in an age\nThat calls darkness light\nThough my language is dead\nStill the shapes fill my head\nI'm living in an age\nWhose name I don't know\nThough the fear keeps me moving\nStill my heart beats so slow\n\n[Chorus]\nMy body is a cage that keeps me\nFrom dancing with the one I love\nBut my mind holds the key\n\n[Interlude]\nYou're standing next to me\nMy mind holds the key\nMy body is a...\nSee Arcade Fire LiveGet tickets as low as $205You might also like[Verse 3]\nMy body is a cage\nWe take what we're given\nJust because you've forgotten\nThat don't mean you're forgiven\nI'm living in an age\nThat screams my name at night\nBut when I get to the doorway\nThere's no one in sight\nI'm living in an age\nThat laughs\nWhen I'm dancing\nWith the one I love\nBut my mind holds the key\n\n[Interlude]\nYou're standing next to me\nMy mind holds the key\n\n[Outro]\nSet my spirit free\nSet my spirit free\nSet my body free\nSet my body free\nSet my spirit free\nSet my body free28Embed"", 'default'"
Enigma___Goodbye_Milky_Way,sad,1,"""Goodbye, Milky Way  Shall I go, shall I stay\n107 light years away?\nMany times, so many doubts\nBut no reason, to talk about\nMission is over, mission is done\nI will miss you children of the sun\nNow it's time, to go away\nGoodbye, goodbye Milky Way\n\nFor a better world, without hate\nFollow your heart, believe in fate\nOnly visions, and the mind\nWill guide you, to the light\nMission is over, mission is done\nI will miss you, children of the sun\nNow it's time, to go and say\nGoodbye, goodbye Milky Way\n\nMission is over, mission is done\nI will miss you children of the sun\nI go home, until someday\nI say goodbye, goodbye Milky Way!\n\nIn 5 billion years\nThe Andromeda galaxy will collide with our Milky Way\nA new, gigantic, cosmic world, will be born"
David_Fonseca___Start_Over_Again_II,sad,1,"""Start Over Again II  Oh please tell me about love\nI never really understood that stuff\nDays fall into nights\nBut wrong won't turn to right\n\nWhen you reach the top of the tree\nAnd there's nothing left to see\nDo we lay and die?\nAnother on to run dry\n\nSo, what's this life\nWhat's this life we've chosen?\nWhat it would be like\nIf we started all over again?\nOh, please tell me about love\nI never really understood that stuff\n\nSo, what's this life\nWhat's this life we've chosen?\nWhat it would be like\nIf we started all over again?\nAnd I just might\nI just might be brave and bold\nAnd what it would be like\nIf we started all over again?"
Danzig___Not_Of_This_World,sad,1,"""Not of This World  [Intro]\nNot of this world\nAnd nothing bites like I do\nNothing screams out loud\nIn this empty night\nNothing can keep me from you\n\n[Verse 1]\nAnd you think that you know\nThe reason I'm alive\nTruth is you only\nKnow the lies\nNot of this world\nAnd nothing can hold it back\nI am the dawn upon your bloody beach\nCome to pass\n[Chorus]\nNot of this world\nFor I am nothing known\nWhen the seasons shift\nThey call my name\nTo carry me home\n\n[Verse 2]\nAnd you think that you know\nThe reason I'm alive\nTruth is you only know the lies\nAnd I feel all the things\nYou could never understand\nChoose where you stand\nAm I mortal? Are you...\nMan!\nYea!\n\n[Guitar Solo]\n\n[Verse 3]\nNot of this world\nNothing bites like I do\nNothing screams out loud\nIn this empty night\nNothing can keep me from you\nYou might also like[Bridge]\nChoose where you stand\nAm I mortal? Are you...\nMan!\nYea!\n\n[Guitar Solo]\n\n[Chorus]\nNot of this world\nFor I am nothing known\nWhen the seasons shift\nThey call my name\nTo carry me home2"
Devendra_Banhart___This_Is_The_Way,calm,2,"""This Is the Way LyricsThis the soup that I believe in\nThis is the smoke I'm always breathin'\nThis is the way I share my breakfast\nThis is the way I serve my sentence\n\nI know I know\nI should lay low\nI should stand tall\n\nThis is the beard I'm always growing\nI know they're here I see them floating\nHer empress beards they float so holy\nTheir beards are here they gently hold me\nWell who knows who knows\nYeah I may come home\nYeah I may return\n\nThis is the way I'm always leaving\nThis is the soft voice of the evening\nThis is the way I hear my father\nThese are the flames that drown the water\n\nWell I knew I knew\nI could stand tall\nI could lay low\n\nThis is the sound that swims inside me\nThat circle sound is what surrounds me\nThis is the land that grows around me\nAnd these are the hands that come in handy\n\nWell we've known we've known\nWe've had a choice\nWe chose rejoiceYou might also likeEmbed"", 'default'"
Björk___Its_Oh_So_Quiet,happy,0,"""It’s Oh So Quiet Lyrics[Intro]\nShh, shh\n\n[Verse 1]\nIt's oh, so quiet, shh, shh\nIt's oh, so still, shh, shh\nYou're all alone, shh, shh\nAnd so peaceful until\n\n[Chorus 1]\nYou fall in love, zing boom\nThe sky up above, zing boom\nIs caving in, wow bam!\n[Bridge 1]\nYou've never been so nuts about a guy\nYou wanna laugh, you wanna cry\nYou cross your heart and hope to die\n\n[Verse 2]\nTill it's over, and then, shh, shh\nIt's nice and quiet, shh, shh\nBut soon again, shh, shh\nStarts another big riot\n\n[Chorus 2]\nYou blow a fuse, zing boom\nThe devil cuts loose, zing boom\nSo what's the use, wow, bam!\nOf falling in love?\n\n[Verse 3]\nIt's oh, so quiet\nIt's oh, so still\nYou're all alone\nAnd so peaceful until\n\n[Chorus 3]\nYou ring the bell, bim bam\nYou shout and you yell, hi ho-ho\nYou broke the spell\nSee Björk LiveGet tickets as low as $199You might also like[Bridge 2]\nGee, this is swell, you almost have a fit\nThis guy is “gorge” and I got hit\nThere's no mistake, this is it!\n\n[Verse 4]\nTill it's over, and then\nIt's nice and quiet, shh, shh\nBut soon again, shh, shh\nStarts another big riot\n\n[Chorus 2]\nYou blow a fuse, zing boom\nThe devil cuts loose, zing boom\nSo what's the use, wow, bam!\nOf falling in love?\n\n[Outro]\nThe sky caves in\nThe devil cuts loose\nYou blow, blow, blow\nBlow, blow your fuse, ahh!\nWhen you fall in love\nShh15Embed"", 'default'"
AHa___You_Wanted_More,happy,0,"""You Wanted More LyricsYou know the way\nYou've been before\nI've seen the signs\nOutside your door\nYou set the rules\nThe bitter days\nCan't be ignored\n\nIt's just the same\nJust like before\nYou wanted more\nI love the sun\nI love the rain\nYou gave it up\nBut all in vain\nI love the way\nIt was before\nSo bittersweet\nTo be adored\n\nWe had it all\nYou let it go\nYou wanted more\n\nBut in the end\nWhat is a friend\nIf not someone\nTo help pretend?\nRemember me\nYou know my name\nI'm still the same\n\nBut not for you\nThat's not enough\nYou wanted more\n\nI love the sun\nI love the rain\nYou gave it up\nBut all in vain\nYou couldn't change\nYou know the score\nSo bittersweet\nTo be adored\nYou might also likeWe had it all\nYou gave it up\nYou wanted more\n\nWe had it all\nYou gave it up\nYou wanted more\n\nBut in the end\nWhat is a friend?\n\nYou loved the way\nIt used to be\nThe way you are\nYou and me\nYou came too late\nYou left too soon\nJust like the rings\nAround the moon\n\nWe had it all\nYou let it go\nYou wanted more\n\nWe had it all\nYou gave it up\nYou wanted moreEmbed"", 'default'"
Aimee_Mann___Way_Back_When,happy,0,"""Way Back When LyricsWell, I guess that this is now the end\nWho'd have thought, my old friend\nWe signed the papers and we capped the pen\n\nBut I remember you from way back when\nGood evening, ladies and gentlemen\nWelcome David-what's-his-name-again\n\nThings change, the old cliché\nIf we knew now what we knew yesterday\nOh, we couldn't give it away\nI was working at a record store\nI knew you, you knew the score\nSome kind of deal is what we're looking for\n\nTime came, and disappeared\nNo one steered and it got weirder\nHelp was needed, no one volunteered\n\nThings change, you got to wait a bit\nWhat made me think that I could weather it?\nYou're down before you even know that\nYou've been hit\n\nAnd through it all I wondered\nWhere the bus was taking you\nWho knew?\nCause even though my one and one\nWas always making two\nI never thought that I was breaking you\n\nWe were victims of the old taboo\nBut people change, we changed too\nJust make it count before they get to you\n\nCause things change, baby, hold the phone\nThey'll shoot you down like you was Al Capone\nOh, you better go it alone\nSee Aimee Mann LiveGet tickets as low as $82You might also likeWell, I guess that this is now the end\nPaper signed, forget the pen\nWonder if we'll ever meet again?Embed"", 'default'"
Junior_Boys___So_This_Is_Goodbye,sad,1,"""So This Is Goodbye LyricsSo this is goodbye\nNo need to lie;\nThis creature of pain\nHas found me again\nSo this is goodbye\nSo this is farewell\nThe fight's final bell\nAnd I fall where I stand\nSo give your last hand\n'cause this is goodbye\nTonight it's goodbye\nNow I know why\nOur love's lost in the rough\nAnd I've had enough\nSo this is goodbyeYou might also likeEmbed"", 'default'"
Johnny_Cash___The_Man_Comes_Around,sad,1,"'The Man Comes Around Lyrics[Intro]\nAnd I heard, as it were, the noise of thunder\nOne of the four beasts saying, ""Come and see""\nAnd I saw, and behold, a white horse\n\n[Verse 1]\nThere\'s a man going \'round taking names\nAnd he decides who to free and who to blame\nEverybody won\'t be treated all the same\nThere\'ll be a golden ladder reaching down\nWhen the man comes around\n[Verse 2]\nThe hairs on your arm will stand up\nAt the terror in each sip and in each sup\nWill you partake of that last offered cup?\nOr disappear into the potter\'s ground?\nWhen the man comes around\n\n[Chorus]\nHear the trumpets, hear the pipers\nOne hundred million angels singing\nMultitudes are marching to the big kettledrum\nVoices calling, voices crying\nSome are born and some are dying\nIt\'s Alpha and Omega\'s kingdom come\nAnd the whirlwind is in the thorn tree\nThe virgins are all trimming their wicks\nThe whirlwind is in the thorn tree\nIt\'s hard for thee to kick against the pricks\n\n[Verse 3]\n\'Til Armageddon, no salaam, no shalom\nThen the father hen will call his chickens home\nThe wise men will bow down before the throne\nAnd at his feet they\'ll cast their golden crowns\nWhen the man comes around\nYou might also like[Verse 4]\nWhoever is unjust, let him be unjust still\nWhoever is righteous, let him be righteous still\nWhoever is filthy, let him be filthy still\nListen to the words long written down\nWhen the man comes around\n\n[Chorus]\nHear the trumpets, hear the pipers\nOne hundred million angels singing\nMultitudes are marching to the big kettledrum\nVoices calling, voices crying\nSome are born and some are dying\nIt\'s Alpha and Omega\'s kingdom come\nAnd the whirlwind is in the thorn tree\nThe virgins are all trimming their wicks\nThe whirlwind is in the thorn tree\nIt\'s hard for thee to kick against the pricks\nIn measured hundredweight and penny pound\nWhen the man comes around\n\n[Outro]\nAnd I heard a voice in the midst of the four beasts\nAnd I looked, and behold, a pale horse\nAnd his name, that sat on him, was Death\nAnd Hell followed with him18Embed', 'default'"
Bonfire___Give_It_A_Try,calm,2,"""Give It A Try LyricsLike a lonely wolf\nHowling in the night\nCalling for you\n\nTime is passing by\nAnd I'm feeling so sad\nThe wounds of love won't heal\n\nI'm running aroung in circles\n'cause we don't talk anymore\nNow I walk these streets alone\nStraying in the night - searching for you\nCHORUS\nGive it a try - for a second time\nDon't you know I missing you\nGive it a chance - for a second romance\nDon't you know I love you\n\nI thought our love is strong\nBut now I know I was wrong\nWrong all the time\n\nWe said we'll draw the line\nBut it's hard to forget\nAll those memories\n\nCHORUS 3xYou might also likeEmbed"", 'default'"
Jack_Penate___My_Yvonne,sad,1,"""My Yvonne LyricsBoy in love, I wish that I was Meaulnes\nLook above and watch your window glow\nFeed the past even though I'm grown\nLove can last, it never truly goes\n\nSo I sit and I wait, still I can't navigate to your castle\nHome in a forest, overgrown\nSo I sit and I wait, still I can't navigate to your castle\nHome in a forest, overgrown\n\nMy Yvonne, my Yvonne\nMy Yvonne, my Yvonne\nMy Yvonne\nThrough the years\nWe lost each other's souls\nThrough the years\nSo much to be resolved\n\nSo I sit and I wait, still I can't navigate to your castle\nHome in a forest, overgrown\nSo I sit and I wait, still I can't navigate to your castle\nHome in a forest, overgrown\n\nMy Yvonne, my Yvonne\nMy Yvonne, my Yvonne\nMy YvonneYou might also likeEmbed"", 'default'"
Heather_Nova___Gloomy_Sunday,happy,0,"""Gloomy Sunday LyricsSunday is Gloomy\nMy hours are slumberless\nDearest, the shadows I live with are numberless\nLittle white flowers will never awaken you\nNot where the black coach of sorrow has taken you\nAngels have no thought of ever returning you\nWould they be angry if I thought of joining you\nGloomy Sunday\n\nGloomy is Sunday\nIn shadows I spend it all\nMy heart and I have decided to end it all\nSoon there'll be candels and prayers that are sad\nI know, let them not weep\nLet them know that I'm glad to go\nDeath is no dream\nFor in death I'm caressing you\nWith the last breath of my soul I'll be blessing you\nGloomy Sunday\n\nDreaming\nI was only dreaming\nI wake and I find you\nAsleep in the deep of\nMy heart\nDear\n\nDarling I hope that my dream never haunted you\nMy heart was telling you how much I wanted you\nGloomy SundayYou might also likeEmbed"", 'default'"
Faithless___Flowerstand_Man,calm,2,"""Flowerstand Man Lyrics'Bout a month ago\nI'd never seen your face\nI'd never heard your voice\n'Bout a month ago\nI am a careful hunter\nAnd I had to search\nBefore I found your love\n'Bout a month ago\n\nFor you my boy are the Flowerstand Man\nYou brought such colour to this place\nFor you my boy are the Flowerstand Man\nWith you I am laid bare\nI don't care if every river runs so dry\nI don't care if every species were to die\nI don't care about the ozone layer\nI wouldn't notice if it wasn't there, oh no\n\nI don't care if we sell coke to Africa\nI don't care about apartheid\nI wouldn't notice if the poor get better\nI don't care about the starving who've died\n\nFor my boy when, when you live in me\nI don't care about anything but you\nFor my boy when, when you live in me\nI don't care about anything but you\n\nTake me home\nTake me home\nTake me home\nTake me homeYou might also likeEmbed"", 'default'"
Franz_Ferdinand___Love_And_Destroy,happy,0,"""Love and Destroy Lyrics[Verse 1]\nWell, I'm so free I could lacerate\nRip the robes right off my chest\nI fly high above the Muscovites' sky\nI'm gonna rip, rip, I'll never rest\n\n[Pre-Chorus]\nI'm gonna meet you at midnight\nI'm gonna meet you at midnight\nI'm not used to living alone\nI've gotta learn how to live or die\n[Verse 2]\nWell, I'm so free as I'm naked\nShining silver under the moon\nI fly high above the Muscovites' sky\nI'm gonna rip, rip, I'll never swoon\n\n[Pre-Chorus]\nI'm gonna meet you at midnight\nI'm gonna meet you at midnight\nI forget about living alone\nAs I learn how to live or to die\n\n[Chorus]\nMargarita, love and destroy\nMargarita, love and destroy\nMargarita, love and destroy\nMargarita, love and destroy\n\n[Verse 3]\nWell, I'm so free as I meet you\nWelcome in black, the queen of the ball\nIt's dark beneath the Muscovites' sky\nBut you give, you give me it all\n\n[Pre-Chorus]\nI'm here with you at midnight\nI'm here with you at midnight\nNow I know I'm never alone\nAs I learn, I learn how to die\nYou might also like[Bridge]\nMargarita, love and destroy\nMargarita, love and destroy\nMargarita, love and destroy\nMargarita, love and destroy\n\n[Chorus]\nMargarita, love and destroy\nMargarita, love and destroy\nMargarita, love and destroy\nMargarita, love and destroyEmbed"", 'default'"
John_Denver___Aspenglow,sad,1,"""Aspenglow LyricsSee the sunlight through the pine\nTaste the warm of winter wine\nDream of softly falling snow\nWinter's gold\nAspenglow\n\nAs the winter days unfold\nHearts grow warmer with the cold\nPeace of mind is all you know\nWinter's gold\nAspenglow\nAspen is a life to live\nSee how much there is to give\nSee how strongly you believe\nSee how much you may receive\n\nSmiling faces all around\nLaughter is the only sound\nMemories that can't grow old\nWinter's gold\nAspenglow\n\nAspen is a life to live\nSee how much there is to give\nSee how strongly you believe\nSee how much you may receive\n\nSee the sunlight through the pine\nTaste the warm of winter wine\nDream of softly falling snow\nWinter's gold\nAspenglow\nWinter's gold\nAspenglowYou might also likeEmbed"", 'default'"
Belle__Sebastian___Act_Of_The_Apostle_II,sad,1,"""Act of the Apostle II LyricsI'm bored out of my mind\nToo sick to even care\nI'll take a little walk\nNobody's going to know\nI'm in senior year\nIt gives you a little free time\nI'll just use it all at once!\n\nTook the fence and the lane\nThe bus then the train\nBought an Independent to make me look like I got brains\nI made a story up in my head if anybody would ask\nI'm going to a seminar!\nI'm a genius\nA prodigy\nA demon at Maths and Science\nI'm up for a prize\nIf you gotta grow up sometime\nYou've to do it on your own\nI don't think I could stand to be stuck\nThat's the way that things were going\n\nThe bible's my tool\nThere's no mention of school!\nMy Damascan Road's my transistor radio\nI tune in at night when my mum and my dad start to fight\nI put on my headphones\nAnd I tune out\nI am devout\nThe girls are singing about my life\nBut they're not here, they've got the wild life\nIf you want to find out, find out\nYou got to look them in the eye\nThat's why my only choice\nIs find the face behind the voice?\nShe asked the man if the service was open\n'Not today, just the choir from the radio'\n'Couldn't I sit in? I've come all this way'\n'Will you bugger off, I've got work to do.'\nSee Belle and Sebastian LiveGet tickets as low as $38You might also likeThe city was losing its appeal\nGod was asleep\nHe was back in her village, in the fields\n'Oh, if I could make sense of it all!\nI wish that I could sing\nI'd stay in a melody\nI would float along in my everlasting song\nWhat would I do to believe?'Embed"", 'default'"
Breaking_Benjamin___Blow_Me_Away,anger,3,"""Blow Me Away Lyrics[Verse 1]\nThey fall in line, one at a time, ready to play\nI can't see them anyway\nNo time to lose, we've got to move, steady your helm\nI am losing sight again\n\n[Pre-Chorus]\nFire your guns, it's time to run, blow me away\nI will stay in the mess I made\nAfter the fall, we'll shake it off, show me the way\n[Chorus]\nOnly the strongest will survive\nLead me to heaven when we die\nI am a shadow on the wall\nI'll be the one to save us all\n\n[Verse 2]\nThere's nothin' left, so save your breath, lying in wait\nCaught inside this tidal wave\nYour cover's blown, nowhere to go, holding your fate\nLonely, I will walk alone\n\n[Pre-Chorus]\nFire your guns, it's time to run, blow me away\nI will stay in the mess I made\nAfter the fall, we'll shake it off, show me the way\n\n[Chorus]\nOnly the strongest will survive\nLead me to heaven when we die\nI am a shadow on the wall\nI'll be the one to save us all\n\n[Bridge: Ben]\nYou wanted it back\nDon't fight me now\nHere it comes\nDie\nSee Breaking Benjamin LiveGet tickets as low as $33You might also like[Chorus]\nOnly the strongest will survive\nLead me to heaven when we die\nI am a shadow on the wall\nI'll be the one to save us all\nSave us all3Embed"", 'default'"
Benjamin_Biolay___Little_Darlin,calm,2,"""Little Darlin’ LyricsSans trop entrer dans les dÃ©tails\nJ'ai attaquÃ© le train postal\nSi je dÃ©rive, c'est en aval\nMon univers est carcÃ©ral\nMon amour, j'ai pÃªchÃ©\nMy little darlin', oh how, I love you\nHow I love you, none can tell\nIn your heart you love another\nLittle darlin', pal of mine\nMon amour, j'ai pÃªchÃ©\nMy little darlin', oh how, I love you\nHow I love you, none can tell\nIn your heart you love another\nLittle darlin', pal of mine\nMon amour, j'ai pÃªchÃ©\nMy little darlin'\nMy little darlin'\nMy little darlin'\nSans trop entrer dans les dÃ©tails\nIl est grand temps que je m'en aille\nJe sens le feu dans mes entrailles\nCette injection qu'on dit lÃ©tale\nMon amour, j'ai Ã©chouÃ©\nMy little darlin', oh how, I love you\nHow I love you, none can tell\nIn your heart you love another\nLittle darlin', pal of mine\nMon amour, j'ai Ã©chouÃ©\nMy little darlin', oh how, I love you\nHow I love you, none can tell\nIn your heart you love another\nLittle darlin', pal of mine\nSans dÃ©voiler trop de mystÃ¨re\nJ'ai quittÃ© cette vie de misÃ¨re\nJ'ai ma devise, j'ai mon dicton, dicton\nLes gens c'est tous de sacrÃ©s cons\nMon amour, j'ai basculÃ© de l'autre cÃ´tÃ©\nMy little darlin', oh how, I love you\nHow I love you, none can tell\nIn your heart you love another\nMon amour, j'ai basculÃ© de l'autre cÃ´tÃ©\nLittle darlin', pal of mine\nMon amour, j'ai Ã©chouÃ©\nMy little darlin', oh how, I love you\nHow I love you, none can tell\nIn your heart you love another\nMon amour, j'ai pÃªchÃ©\nLittle darlin', pal of mine\nMon amour, j'ai basculÃ© de l'autre cÃ´tÃ©\nLittle darlin'\nLittle darlin'\nLittle darlin'\nMy little darlin', oh how, I love you\nHow I love you, none can tell\nIn your heart you love another\nLittle darlin', pal of mine\nMy little darlin', oh how, I love you\nHow I love you, none can tell\nIn your heart you love another\nLittle darlin', pal of mine\nMy little darlin', oh how, I love you\nHow I love you, none can tell\nIn your heart you love another\nLittle darlin', pal of mineYou might also likeEmbed"", 'default'"
Bell_X1___In_Every_Sunflower,sad,1,"""In Every Sunflower LyricsMy book has more bookmarks than pages\n'Cos it take me ages\nOr is everybody reading\nIs everybody reading\n\nStanding on a black Ulster hill\nI never fear the chill\n'Cos everybody's holding\nEverybody's holding\n\nI wouldn't swap the pain\nFor never knowing you\nI wouldn't swap the pain\nIt was worth it for the view\nMy book has more bookmarks than pages\n'Cos it take me ages\nOr is everybody reading\nIs everybody reading\n\nOf a sparkling Medusa\nWith snakes of cerise and blue\nAnd though we're all pillars of salt now\nIt was worth is for the view\n\nI wouldn't swap the pain\nFor never knowing you\nI wouldn't swap the pain\n'Cos it was worth it for the view\n\nWe're still watching\nYour rainbow through the shower\nAnd we still see you\nIn every sunflower\nWe're still watching\nI make days from the hours\nAnd I still see you\nIn every sunflower\nEvery screaming sunflower\n\nAnd how they scream of youYou might also likeEmbed"", 'default'"
Creedence_Clearwater_Revival___Lookin_Out_My_Back_Door,happy,0,"""Lookin’ Out My Back Door Lyrics[Verse 1]\nJust got home from Illinois, lock the front door, oh boy\nGot to sit down, take a rest on the porch\nImagination sets in, pretty soon I'm singing\nDoot, doot, doo, looking out my back door\n\n[Verse 2]\nThere's a giant doing cartwheels, a statue wearing high heels\nLook at all the happy creatures dancing on the lawn\nA dinosaur Victrola, listening to Buck Owens\nDoot, doot, doo, looking out my back door\n[Bridge 1]\nTambourines and elephants are playing in the band\nWon't you take a ride on the flying spoon?\nDoot, doo doo\nA wondrous apparition, provided by magician\nDoot, doot, doo, looking out my back door\n\n[Guitar solo]\n\n[Bridge 2]\nTambourines and elephants are playing in the band\nWon't you take a ride on the flying spoon?\nDoot, doo doo\nBother me tomorrow, today I'll buy no sorrows\nDoot, doot, doo, looking out my back door\n\n[Verse 3]\nForward troubles Illinois, lock the front door, oh boy\nLook at all the happy creatures dancing on the lawn\nBother me tomorrow, today I'll buy no sorrows\nDoot, doot, doo, looking out my back doorYou might also like5Embed"", 'default'"
Gravenhurst___The_Ice_Tree,sad,1,"""The Ice Tree LyricsAt six in the morning\nThe ice in the tree\nThaws into the millpond\nReturns to the deep\n\nI caress where my lover\nOnce lay by my side\nBefore i turned inwards\nAnd forced her to fly\n\nWe try to connect\nWith the people outside\nThey pass through our slumber\nLike trains in the night\nI caress where my lover\nOnce lay by my side\nBefore i turned inwards\nAnd forced her to fly\n\nAfter the cold night\nThe raindrops that froze\nMelt into the thin air\nLike the footsteps of ghosts\n\nI caress where my lover\nOnce lay by my side\nBefore i turned inwards\nAnd forced her to fly\n\nFor she could not know me\nFor i know not myself\nAnd without understanding\nLove isn't enoughYou might also likeEmbed"", 'default'"
Gavin_DeGraw___We_Belong_Together,happy,0,"""We Belong Together Lyrics[Chorus]\nWe belong together\nLike the open seas and shores\nWedded by the planet force\nWe've all been spoken for\n\n[Verse 1]\nThe hammer may strike, be dead on the ground\nA net to my hand, a cross on his crown\nWe're done if, who we're undone\nFinished if who we are incomplete\nAs one, we are everything\nWe are everything we need\n[Chorus]\nWe belong together\nLike the open seas and shores\nWedded by the planet force\nWe've all been spoken for\n\n[Verse 2]\nWhat good is a life\nWith no one to share?\nThe light of the moon\nThe honor of a swear\nWe can try to live the way of which you speak\nTaste the milk of your mother Earth's love\nSpread the word of consciousness you see\nWe are everything we need\n\n[Chorus]\nWe belong together\nLike the open seas and shores\nWedded by the planet force\nWe've all been spoken for\n\n[Bridge]\nAll this indecision\nAll this independent strength\nStill\nWe've got our hearts on safe\nWe've got our hearts on safe\nYou might also like[Outro]\nSomeday when you're lonely\nSometime after all this bliss\nSomewhere lost in emptiness\nI hope you find this gift\nI hope you find this gift\nI hope you find this giftEmbed"", 'default'"
Eugene_McGuinness___Those_Old_Black_And_White_Movies_Were_True,calm,2,"'Those Old Black and White Movies Were True LyricsThe street glistens like the stars in the sky\nThe frost christens every car that drives by with ice\nAnd then I know\nThose old black and white movies were true\n\nA slow taxi through the twinkling glitz\nTakes us past the megastores\nThe whores, the poor, the rich in the Ritz\nThen I know\nThose old black and white movies were true\nIs there enough change in your pocket\nFor another gin and tonic?\nAnd a moment when the conscience explodes\nThe snow upon the bonnet\nThe picture\nThe song\nThe sonnet\nThe morning light as she puts on her clothes\n\nThe steps up out of the subway to the cold\nYour cute face, dumb hat, runny nose\n\nYeah I know\nThose old black and white movies were trueYou might also likeEmbed', 'default'"
August_Burns_Red___The_Balance,anger,3,"""The Balance LyricsAll these ideas keep swimming, running through your head\nAll these ideas keep swimming, running through your head\nAll these ideas keep swimming, running through your head\nOhhhh\n\nQuick, we'll drown them with this fix\nThe dose to stop your shaking, the one to silence your voice\nThe dose to stop your shaking, the one to silence your voice\n\nJust take it and you'll be fine\nCalm, relaxed, obedient\nJust the way we want you\nJust the way we want you\nJust the way we want you\nJust the way, we want you\nYour thoughts are ours to manipulate\nYour actions are ours to control\nYour opinions are a thing of the past\nYour opinions are a thing of the past\nSo tilt your head back and swallow this\nYour opinions are a thing of the past\nSo tilt your head back and swallow this\n\nYou've\nBecome\nA real team player, a real class act\nNo one cares about your identity\nOpen wide, here it comes\nThis prescription makes you perfect\nOpen wide, here it comes\nThis prescription makes you perfectSee August Burns Red LiveGet tickets as low as $36You might also likeEmbed"", 'default'"
Bishop_Allen___True_Or_False,happy,0,"""True or False LyricsWe were on some endless chases\nLiving out of old suitcases\nIt was showing on our faces\nTrue\nAnd we barely both remember\nHow we made it through December\nAnd the bruises still are tender\nTrue\n\nBut I won't let you go in the rain and the snow\nYou object, it's a show\nCause you know I'm right\nPut your coat on the floor\nLeave your shoes by the door\nTake a seat\nTake some tea\nStay with me tonight\nWe were sick of all our places\nWe'd forgotten our good graces\nAnd you're making funny faces\nTrue\nAnd I know if you're replying\nYou don't even want me trying\nYou get nervous when you're lying\nTrue\n\nBut I won't let you go in the rain and the snow\nYou object, it's a show\nCause you know I'm right\nPut your coat on the floor\nLeave your shoes by the door\nTake a seat\nTake some tea\nStay with me tonightYou might also likeEmbed"", 'default'"
Elliott_Smith___Coast_to_Coast,sad,1,"""Coast to Coast LyricsPushy preacher\n\nLast stop for a resolution\nEnd of the line, into confusion\nSo go, go see what's there for you\nNothing new\nNothing new for you to use\n\nI've got no new act to amuse you\nI've got no desire to use you, no\nBut anything that I could do\nWould never be good enough for you\nIf you can't help it, then just leave it alone leave it alone\nLeave it alone\nYeah, just forget it\nIt's really easy\nI believe I'll forget it too\n\nStill you're keeping me around\n'Til I finally drag us both down Gonna drag us both down\nPulling feathers out your hat Throwing feathers out your hat\nYes, I believe it's come to that I believe that's where it's at\nYou belong tagging along\nAnd I belong in the zoo\n\nSo I wait for confirmation\nThat you're never gonna use your starting gun\nUnless he's me, it sounds like sounds like\nBeing him just wasn't that much fun\nAnything that I could do\nWould never be good enough for you\n\nIf you can't help it then just leave it alone\nLeave me alone Leave me alone\nYeah, just forget it\nIt's really easy, I'll just forget it too\nCoast to coast Coast to coast\nCoast to coast Coast to coast\nI'll do what I can so you can be what you do\nCoast to coast Coast to coast\nCoast to coast Coast to coast\nI'll do everything I can so you can be what you do\nCoast to coast\nCoast to coast\nYou might also likeCircuit rider comes every fifth Sunday\nOh my lord, I fell asleep one day\nAnything that I could do\nIs there anything that I could do\nThat someone doesn't do for you It's never good enough for you\nThat someone didn't do for you That someone doesn't do for you\nThat I've already done for you\n\n[Poem]\n\nThat's why2Embed"", 'default'"
Au_Revoir_Simone___Another_Likely_Story,sad,1,"""Another Likely Story LyricsDon't tell me\nIt's another likely story\nCould've pinned it on you from the start\nWell I'm new here\nDoesn't mean I have to answer\nSilly questions or a shot in the dark\n\nYou know I'm a child\nI keep this alive\n\nIt gets harder\nI remember to remember\nWaking up again all over again\nIf there's an echo\nRepeat days I'd likely let go\nAnd be the changes we are noticing\nWhen we're running wild\nWe keep this alive\n\nStill I wonder\nSights around us fade and underneath\nThe ground shakes, things fall apart\nAnd no other than the voice of one another\nKeeps us safely moving on in the dark\n\nYou know I'm a child\nI keep this aliveYou might also likeEmbed"", 'default'"
